item_no,category_name,item_description,vendor,vendor_name,bottle_size,pack,inner_pack,proof,list_date,bottle_price,shelf_price,case_cost
904270,HIGH PROOF BEER,Flying Dog Double Dog Double Pale Ale,183,Flying Dog Brewery,355,24,1,23,2008-09-16T00:00:00Z,1.45,1.81,34.7
904271,IMPORTED ALE,Aldaris Porteris Beer,148,Doyna Ltd,500,20,1,15,2007-04-19T00:00:00Z,1.2,1.5,24
904272,IMPORTED ALE,Abbaye St Bon Chien 2006,38,B. United International,750,6,1,15,2007-04-27T00:00:00Z,12.98,16.23,77.9
18116,STRAIGHT BOURBON WHISKIES,Evan Williams Black Label Traveler,259,Heaven Hill Distilleries Inc.,750,12,1,86,2013-04-01T00:00:00Z,6.81,10.55,81.68
904273,IMPORTED ALE,Hitachino Nest Classic Ale,38,B. United International,331,24,1,15,2007-04-27T00:00:00Z,2.52,3.15,60.5
904274,IMPORTED ALE,Rochefort Trappist 6 Ale,759,Merchant Du Vin Corporation,331,12,1,15,2007-04-20T00:00:00Z,2.98,3.72,35.75
904275,IMPORTED ALE,Organic Gs Wiesen Edel-Weisse,38,B. United International,500,24,1,15,2007-04-27T00:00:00Z,2.09,2.61,50.1
904276,IMPORTED ALE,J W Lees Harvest 2006,38,B. United International,275,12,1,15,2007-04-27T00:00:00Z,4.29,5.36,51.5
904277,IMPORTED ALE,Koningshoeven Dubbel 6/4,28,Artisanal Imports,331,24,1,15,2007-05-16T00:00:00Z,2.47,3.08,59.19
904278,IMPORTED ALE,Grotten Flemish Ale,28,Artisanal Imports,750,12,1,15,2007-05-16T00:00:00Z,5.4,6.75,64.76
904279,IMPORTED ALE,St Feuillien Brune,28,Artisanal Imports,750,12,1,15,2007-05-16T00:00:00Z,5.4,6.75,64.76
904280,IMPORTED ALE,St Feuillien Tripel,28,Artisanal Imports,331,24,1,15,2007-05-16T00:00:00Z,2.32,2.9,55.76
904281,IMPORTED ALE,Urthel Hibernus Quentum,28,Artisanal Imports,750,12,1,15,2007-05-16T00:00:00Z,5.4,6.75,64.76
904282,IMPORTED ALE,Urthel Bock,28,Artisanal Imports,750,12,1,15,2007-05-16T00:00:00Z,5.4,6.75,64.76
18120,SINGLE BARREL BOURBON WHISKIES,Evan Williams Vintage,259,Heaven Hill Distilleries Inc.,750,6,1,86,1995-02-01T00:00:00Z,14.97,22.46,89.8
904283,FLAVORED VODKA,Uv Green(apple) Vodka,380,Phillips Beverage Company,375,12,1,60,2009-04-21T00:00:00Z,2.78,4.17,33.3
904284,DISTILLED SPIRITS SPECIALTY,La Pinta Distilled Spirits Specialty,472,Tequilas Premium Inc.,750,6,1,38,2014-03-26T00:00:00Z,33.17,49.76,199
904285,IMPORTED VODKA,Finlandia Vodka 80 Proof,85,Brown-forman Corporation,750,12,1,80,2009-04-23T00:00:00Z,10.55,15.83,126.58
904286,IMPORTED ALE,St Feuillien Cuvee De Noel,28,Artisanal Imports,331,24,1,15,2007-05-16T00:00:00Z,2.57,3.22,61.76
904287,IMPORTED ALE,Urthel Hop-It 30l Keg,28,Artisanal Imports,29556,1,1,15,2007-05-16T00:00:00Z,141.76,177.2,141.76
904288,IMPORTED ALE,Bosteels Pauwel Deus,28,Artisanal Imports,750,12,1,15,2007-05-18T00:00:00Z,7.9,9.87,94.76
904289,IMPORTED ALE,Meantime Coffee Porter Case,28,Artisanal Imports,331,12,1,15,2007-05-16T00:00:00Z,2.44,3.05,29.26
904290,IMPORTED ALE,Fin Du Monde 6l,455,Unibrew Usa Inc.,6000,1,1,15,2007-05-18T00:00:00Z,82.55,103.19,82.55
904291,IMPORTED ALE,Trois Pistoles,455,Unibrew Usa Inc.,750,12,1,15,2007-05-16T00:00:00Z,3.8,4.75,45.58
904292,IMPORTED ALE,Quelque Chose 6 Pak,455,Unibrew Usa Inc.,750,6,1,15,2007-05-18T00:00:00Z,5.45,6.81,32.69
18126,SINGLE BARREL BOURBON WHISKIES,Evan Williams Millennium Sgl. Bb. Vtg. Res.,259,Heaven Hill Distilleries Inc.,750,6,1,86,1999-09-01T00:00:00Z,24.53,36.8,147.15
904293,IMPORTED ALE,Seigneuriale,455,Unibrew Usa Inc.,750,12,1,15,2007-05-18T00:00:00Z,3.8,4.75,45.58
904294,IMPORTED ALE,Unibroue Edition 2005,455,Unibrew Usa Inc.,750,12,1,15,2007-05-18T00:00:00Z,4.14,5.18,49.7
904295,IMPORTED ALE,Unibroue 16,455,Unibrew Usa Inc.,750,12,1,15,2007-05-18T00:00:00Z,4.27,5.33,51.2
904296,IMPORTED ALE,Nogne-0 Imperial Stout,433,Shelton Brothers,375,12,1,0,2007-06-07T00:00:00Z,3.29,4.11,39.5
904297,IMPORTED ALE,Nogne-O Porter,433,Shelton Brothers,375,12,1,16,2007-06-07T00:00:00Z,2.33,2.92,28
904298,IMPORTED ALE,Jenlain Blonde,433,Shelton Brothers,750,12,1,16,2007-06-07T00:00:00Z,3.25,4.06,39
904299,IMPORTED ALE,Jenlain Ambree,433,Shelton Brothers,750,12,1,16,2007-06-07T00:00:00Z,3.25,4.06,39
904300,IMPORTED ALE,Eisenbahn Defumada,433,Shelton Brothers,355,24,1,16,2007-06-07T00:00:00Z,1.26,1.58,30.35
904301,IMPORTED ALE,Eisenbahn Vigarosa,433,Shelton Brothers,355,24,1,16,2007-06-07T00:00:00Z,1.26,1.58,30.35
904302,IMPORTED ALE,Eisenbahn Lust,433,Shelton Brothers,750,4,1,16,2007-06-07T00:00:00Z,13.65,17.06,54.58
1814,DECANTERS & SPECIALTY PACKAGES,Blackheart w/Tumbler,259,Heaven Hill Distilleries Inc.,750,6,1,93,2012-08-01T00:00:00Z,7.94,11.91,47.62
904303,IMPORTED ALE,Mikkellar Beer Geek Breakfast,433,Shelton Brothers,426,12,1,16,2007-06-07T00:00:00Z,6.48,8.09,77.7
904304,SINGLE MALT SCOTCH,Glendronach 15yr Pedro Ximinez Sherry Pucheon,391,Anchor Distilling (preiss Imports),750,1,1,116,2011-03-22T00:00:00Z,60,90,60
904305,IMPORTED ALE,Ridgeway Foreign Export Stout,433,Shelton Brothers,500,12,1,16,2007-06-28T00:00:00Z,2.88,3.6,34.59
904306,IMPORTED ALE,Olfabrikken Porter,433,Shelton Brothers,375,12,1,32,2007-06-28T00:00:00Z,3.79,4.74,45.5
904307,IMPORTED ALE,Drie Fonteinen Schaerbeekse Kriek,433,Shelton Brothers,750,6,1,16,2007-06-28T00:00:00Z,12.12,15.15,72.7
904308,IMPORTED ALE,Ecaussinnes Ultra Brune,433,Shelton Brothers,248,24,1,16,2007-06-28T00:00:00Z,1.61,2.02,38.7
904309,IMPORTED ALE,Kulmbacher Eisbock Keg,433,Shelton Brothers,29556,1,1,16,2007-06-28T00:00:00Z,95,118.75,95
904310,IMPORTED ALE,Delirium Tremens 20l Keg,494,Wetten Importers Inc.,19497,1,1,15,2007-07-01T00:00:00Z,117,146.25,117
904311,IMPORTED GRAPE BRANDIES,Lepanto Solera Gran Reserva,391,Anchor Distilling (preiss Imports),750,6,1,80,2014-06-12T00:00:00Z,29.5,44.25,176.97
904312,IMPORTED ALE,Lurgashall English Mead,38,B. United International,375,12,1,15,2007-07-30T00:00:00Z,5.54,6.92,66.42
1815,DECANTERS & SPECIALTY PACKAGES,Cristall Vodka Blue Martini Gift W/glass,300,Mccormick Distilling Company,750,6,1,80,2003-09-01T00:00:00Z,12.67,19.01,75.99
904313,IMPORTED ALE,Lurgashall Metheglin Mead,38,B. United International,750,6,1,15,2007-07-30T00:00:00Z,12.08,15.1,72.5
904314,IMPORTED ALE,Lurgashall Tower Of London,38,B. United International,750,6,1,15,2007-07-30T00:00:00Z,12.66,15.82,75.95
904315,IMPORTED ALE,Schneider Brooklyner Hopfen Weisse,38,B. United International,500,20,1,17,2009-04-01T00:00:00Z,2.56,3.2,51.2
904316,IMPORTED ALE,Aecht Schlenkerla Rauchbier Urbock Keg,38,B. United International,10000,2,1,15,2007-08-01T00:00:00Z,24.7,30.88,49.4
904317,IMPORTED ALE,Brouwerij De Regenboog Tsmisje Guido,38,B. United International,331,24,1,15,2007-08-01T00:00:00Z,2.65,3.31,63.5
904318,IMPORTED ALE,Brouwerij Glazen Toren Cuvee Angelique,38,B. United International,750,6,1,15,2007-08-01T00:00:00Z,7.25,9.06,43.5
904319,IMPORTED ALE,Hitachino Nestbeer Espresso Stout,38,B. United International,331,24,1,14,2007-08-01T00:00:00Z,2.6,3.26,62.5
904320,IMPORTED ALE,Brouwer Strubbe Ichtegems Gr Cru,38,B. United International,331,24,1,15,2007-08-01T00:00:00Z,2.44,3.05,58.6
904321,IMPORTED ALE,Coopers Stout,391,Anchor Distilling (preiss Imports),750,12,1,13,2007-07-23T00:00:00Z,2.75,3.44,33
904322,IMPORTED ALE,Coopers Stout,391,Anchor Distilling (preiss Imports),375,24,1,13,2007-07-23T00:00:00Z,1.46,1.82,35
1817,DECANTERS & SPECIALTY PACKAGES,Malibu With Cooler Jug,490,Allied Domecq Spirits And Wine Usa,750,6,1,42,2003-06-01T00:00:00Z,6.93,10.4,41.56
904323,IMPORTED ALE,Coopers Vintage,391,Anchor Distilling (preiss Imports),375,24,1,15,2007-07-23T00:00:00Z,2,2.5,48
904324,IMPORTED ALE,J W Lees 1998 Harvest,38,B. United International,275,12,1,15,2007-08-01T00:00:00Z,3.79,4.74,45.5
904325,IMPORTED ALE,J W Lees 1999 Harvest,38,B. United International,275,12,1,15,2007-08-01T00:00:00Z,4.29,5.36,51.5
904326,IMPORTED ALE,Lurgashall 2007 Mead Spec Res,38,B. United International,750,12,1,15,2007-08-01T00:00:00Z,8.66,10.82,103.9
904327,IMPORTED ALE,Weihenstephan Korbinian,477,Total Beverage Solutions,500,20,1,15,2007-08-15T00:00:00Z,1.83,2.29,36.6
904328,STRAIGHT BOURBON WHISKIES,Rock Hill Farms Bourbon HA,421,Sazerac Co. Inc.,750,6,1,100,2009-04-24T00:00:00Z,28.2,42.3,169.2
904329,FLAVORED RUM,Admiral Nelson Vanilla Rum,259,Heaven Hill Distilleries Inc.,750,12,1,70,2009-04-27T00:00:00Z,5.75,8.62,68.99
904330,IMPORTED ALE,Weihenstephan Vitus Weizenbock,477,Total Beverage Solutions,500,20,1,15,2007-08-15T00:00:00Z,1.83,2.29,36.6
904331,IMPORTED ALE,Westmalle Dubbel,759,Merchant Du Vin Corporation,750,6,1,15,2008-01-01T00:00:00Z,6.54,8.17,39.22
904332,STRAIGHT BOURBON WHISKIES,Kentucky Tavern,55,Sazerac North America,375,24,1,80,2007-08-01T00:00:00Z,2.1,3.15,50.3
18186,STRAIGHT BOURBON WHISKIES,Ezra Brooks Ky Sour Mash Bourbon,434,Luxco-st Louis,750,12,1,80,2007-03-01T00:00:00Z,5.71,8.57,68.51
904333,IMPORTED ALE,Greens Dubbel Gluten Free,759,Merchant Du Vin Corporation,500,12,1,15,2007-08-24T00:00:00Z,3.19,3.98,38.25
904334,IMPORTED ALE,Greens Tripel Gluten Free,759,Merchant Du Vin Corporation,500,12,1,15,2007-08-24T00:00:00Z,3.19,3.98,38.25
904335,IMPORTED ALE,Saison Dupont 4-Pack,484,Vanberg & Dewulf,331,24,1,15,2007-08-28T00:00:00Z,2.25,2.81,53.95
904336,IMPORTED ALE,Witkap Triple Keg,484,Vanberg & Dewulf,20000,1,1,15,2007-08-28T00:00:00Z,109.95,137.44,109.95
904337,IMPORTED ALE,Leipziger Gose 30l Keg,38,B. United International,29556,1,1,15,2007-08-31T00:00:00Z,99,123.75,99
904338,IMPORTED ALE,Leipziger Gose Ale,38,B. United International,331,24,1,15,2007-08-31T00:00:00Z,2.05,2.57,49.25
904339,IMPORTED ALE,Bayerischer Bahnhof Berliner Weis Keg,38,B. United International,29556,1,1,15,2007-08-31T00:00:00Z,109,136.25,109
904340,IMPORTED ALE,Reissdorf Koelsch,38,B. United International,500,20,1,15,2007-08-31T00:00:00Z,1.7,2.13,34
904341,IMPORTED ALE,Klosterbrauerei Ettal Dunkel,38,B. United International,500,20,1,15,2007-08-31T00:00:00Z,1.73,2.16,34.5
904342,IMPORTED ALE,Klosterbrauerei Ettal Helles 30l Keg,38,B. United International,29556,1,1,15,2007-08-31T00:00:00Z,80,100,80
904713,TEQUILA,Cabrito Reposado,256,Haas Brothers,375,24,1,80,2009-05-14T00:00:00Z,7.74,11.61,185.7
18196,STRAIGHT BOURBON WHISKIES,Ezra Brooks 50 Mo Ky Sour Mash Bourbon,434,Luxco-st Louis,750,12,1,90,1984-11-01T00:00:00Z,6.84,10.26,82
904343,IMPORTED ALE,Aventinus 50l Keg,38,B. United International,29556,1,1,15,2007-08-31T00:00:00Z,150,187.5,150
904344,HIGH PROOF BEER,Summit Seasonal 12/2,466,Summit Brewing Company,355,24,1,15,2007-09-14T00:00:00Z,0.8,1,19.25
904345,HIGH PROOF BEER,Flying Dog Wild Dog Dopplebock,183,Flying Dog Brewery,750,6,1,15,2007-10-22T00:00:00Z,8,10,48
904346,IMPORTED ALE,Delirium Noel 4pak,494,Wetten Importers Inc.,331,24,1,15,2007-10-25T00:00:00Z,2.71,3.39,65
904347,IMPORTED ALE,Kasteel Rouge 4pak,494,Wetten Importers Inc.,331,24,1,15,2007-10-25T00:00:00Z,2.29,3.44,55
904348,IMPORTED ALE,Gouden Carolus Noel,494,Wetten Importers Inc.,331,24,1,15,2007-10-25T00:00:00Z,2.17,2.71,52
904349,IMPORTED ALE,Brigand,494,Wetten Importers Inc.,750,12,1,15,2007-10-31T00:00:00Z,3.92,4.9,47
904350,IMPORTED ALE,St Bernardus Christmas Ale,144,D & V International Inc.,750,12,1,20,2007-11-01T00:00:00Z,6.33,7.92,76
904351,IMPORTED ALE,St Bernardus Mixed Selection (do Not Use),144,D & V International Inc.,331,24,1,15,2007-11-01T00:00:00Z,2.21,2.76,53
904352,IMPORTED ALE,Binchoise Blonde 6x4,144,D & V International Inc.,331,24,1,15,2007-11-01T00:00:00Z,2.13,2.66,51
18198,STRAIGHT BOURBON WHISKIES,Ezra Brooks Ky Sour Mash Bourbon,434,Luxco-st Louis,1750,6,1,90,2005-07-01T00:00:00Z,14.34,21.51,86
904353,IMPORTED ALE,Binchoise Brown 6x4,144,D & V International Inc.,331,24,1,15,2007-11-01T00:00:00Z,2.21,2.76,53
904354,IMPORTED ALE,Caracole,144,D & V International Inc.,750,12,1,15,2007-11-01T00:00:00Z,3.96,4.95,47.5
904355,IMPORTED ALE,E Dupont Organic Cidre Bouche,38,B. United International,750,12,1,15,2007-11-01T00:00:00Z,6.04,7.55,72.5
904356,IMPORTED ALE,Bosteels Tripel Karmeliet Gift (use 924356),28,Artisanal Imports,331,6,1,15,2007-11-08T00:00:00Z,13.7,17.12,82.19
904357,IMPORTED ALE,St Feuillien Gift Set,28,Artisanal Imports,750,6,1,15,2007-11-08T00:00:00Z,16.58,20.73,99.5
904358,IMPORTED ALE,Meantime Coffee Porter,28,Artisanal Imports,355,12,1,15,2007-11-08T00:00:00Z,2.52,3.14,30.19
904359,IMPORTED ALE,Meantime Scotch Ale,28,Artisanal Imports,750,6,1,15,2007-11-08T00:00:00Z,9.75,12.19,58.5
904360,IMPORTED ALE,La Rulles Estivale,38,B. United International,750,12,1,15,2007-11-19T00:00:00Z,5.7,7.13,68.4
904361,IMPORTED ALE,E Dupont Cidre Bouche Brut 2006,38,B. United International,750,12,1,15,2007-11-01T00:00:00Z,5.61,7.01,67.32
904362,FLAVORED VODKA,Uv Cherry(red) Vodka Glass(do Not Use ),380,Phillips Beverage Company,375,12,1,60,2009-05-01T00:00:00Z,3,4.5,36
18216,SINGLE BARREL BOURBON WHISKIES,Ezra B Single Barrel,434,Luxco-st Louis,750,6,1,99,2014-06-01T00:00:00Z,21.17,31.76,127
904363,MISC. IMPORTED CORDIALS & LIQUEURS,X-Rated Fusion Liqueur,461,Campari(skyy),375,12,1,34,2009-05-28T00:00:00Z,9.06,13.59,108.75
904364,IMPORTED ALE,Podge Imperial Belgian Stout,38,B. United International,331,24,1,15,2007-11-01T00:00:00Z,2.65,3.31,63.5
904365,HIGH PROOF BEER,Goose Island Matilda Keg,222,Goose Island Beer Co,19565,1,1,15,2007-12-18T00:00:00Z,108.48,135.6,108.48
904366,IMPORTED ALE,Samichlaus Helles 4pak,494,Wetten Importers Inc.,331,24,1,15,2007-11-01T00:00:00Z,2.79,3.49,67
904367,HIGH PROOF BEER,Summit Seasonal 22,466,Summit Brewing Company,650,12,1,13,2008-01-09T00:00:00Z,1.92,2.4,23
904368,HIGH PROOF BEER,Flying Dog Kerberos Tripel,183,Flying Dog Brewery,355,24,1,17,2008-09-16T00:00:00Z,1.45,1.81,34.7
904369,BLENDED WHISKIES,Fleischmann's Preferred Bl Whiskey,55,Sazerac North America,750,12,1,80,2009-05-11T00:00:00Z,3.53,5.3,42.4
904370,HIGH PROOF BEER,Summit Maibock 12/2,466,Summit Brewing Company,355,24,1,13,2008-01-09T00:00:00Z,0.8,1,19.25
904371,IMPORTED ALE,Tsmisje Catherine The Great,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,2.73,3.41,65.5
904372,IMPORTED ALE,E Dupont Cuvee Colette,38,B. United International,750,6,1,15,2007-11-01T00:00:00Z,13.58,16.98,81.5
18276,STRAIGHT BOURBON WHISKIES,Fighting Cock Bourbon,259,Heaven Hill Distilleries Inc.,750,12,1,103,1998-10-01T00:00:00Z,8.68,13.02,104.16
904373,IMPORTED ALE,Gaspar,38,B. United International,331,24,1,15,2007-11-01T00:00:00Z,2.65,3.31,63.5
904374,IMPORTED ALE,Kiuchi No Shizuku,38,B. United International,200,12,1,15,2007-11-01T00:00:00Z,8.91,11.14,106.9
904375,IMPORTED ALE,Le Baladins Xyauyu,38,B. United International,500,6,1,15,2007-11-01T00:00:00Z,24,30,144
904376,IMPORTED ALE,La Rulles Cuvee Meilleurs Voeux,38,B. United International,750,12,1,15,2007-11-01T00:00:00Z,6.1,7.63,73.2
904377,IMPORTED ALE,Tsmisje Grand Reserva,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,3.31,4.14,79.4
904378,IMPORTED ALE,Alvinne Extra,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,2.65,3.31,63.5
904379,IMPORTED ALE,Bb 10,38,B. United International,750,6,1,15,2008-04-01T00:00:00Z,14.18,17.73,85.1
904380,SINGLE MALT SCOTCH,Balvenie Portwood 21 Year,240,William Grant And Sons Inc.,750,6,1,86,2014-02-20T00:00:00Z,121.25,181.88,727.47
904381,IMPORTED ALE,Boegedal No. 101,38,B. United International,750,6,1,15,2008-04-01T00:00:00Z,15.52,19.4,93.1
904382,IMPORTED ALE,Boegedal No. 103,38,B. United International,750,6,1,15,2008-04-01T00:00:00Z,15.52,19.4,93.1
18277,STRAIGHT BOURBON WHISKIES,Fighting Cock Bourbon,259,Heaven Hill Distilleries Inc.,1000,12,1,103,1998-10-01T00:00:00Z,10.94,16.41,131.23
904383,IMPORTED ALE,Birrificio Montegioco Bran Reserva,38,B. United International,375,12,1,15,2008-04-01T00:00:00Z,7.06,8.82,84.7
904384,IMPORTED ALE,Birrificio Montegioco Bran,38,B. United International,750,6,1,15,2008-04-01T00:00:00Z,10.75,13.44,64.5
904385,IMPORTED ALE,Chocarrubica,38,B. United International,750,6,1,15,2008-04-01T00:00:00Z,11.66,14.57,69.95
904386,IMPORTED ALE,Harviestoun Ola Dub 12 Yr,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,4.15,5.18,99.55
904387,IMPORTED ALE,Harviestoun Ola Dub 16yr (do Not Use),38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,4.52,5.65,108.55
904388,IMPORTED ALE,Harviestoun Ola Dub 30 Yr,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,7.75,9.68,185.95
904389,IMPORTED ALE,Hitachino Nest Commemorative Ale,38,B. United International,331,24,1,15,2008-04-01T00:00:00Z,2.52,3.15,60.4
904390,AMERICAN DRY GINS,Letherbee Gin,252,Leatherbee Distillers,750,12,1,96,2014-05-09T00:00:00Z,15.75,23.63,189
904391,IMPORTED ALE,Einbecker Mai-Urbock 30l Keg,38,B. United International,29556,1,1,15,2008-04-01T00:00:00Z,110,137.5,110
904392,SCOTCH WHISKIES,Compass Box Oak Cross Whisky,305,Mhw Ltd,750,6,1,86,2011-03-11T00:00:00Z,27.67,41.51,166
1829,DECANTERS & SPECIALTY PACKAGES,Ciclon Flask Pack,35,Bacardi U.s.a. Inc.,750,6,1,70,2003-08-01T00:00:00Z,7.09,10.64,42.54
904393,IMPORTED ALE,Schneider Brooklyner Hopf Weis 20l Keg,38,B. United International,20000,1,1,15,2008-04-01T00:00:00Z,95,118.75,95
904394,HIGH PROOF BEER,Flying Dog Snake Dog Ipa,183,Flying Dog Brewery,355,24,1,13,2008-09-08T00:00:00Z,1.45,1.81,34.7
904395,IMPORTED ALE,Quatre-Centieme,455,Unibrew Usa Inc.,750,12,1,15,2008-05-01T00:00:00Z,4.27,5.33,51.2
904396,IMPORTED ALE,Unibroue 17,455,Unibrew Usa Inc.,750,12,1,20,2008-05-01T00:00:00Z,4.27,5.33,51.2
904397,HIGH PROOF BEER,Rogue Imperial Ysb Keg,399,Rogue Ales And Spirits,29556,1,1,15,2008-06-01T00:00:00Z,195,243.75,195
904398,HIGH PROOF BEER,Rogue Xs Imperial Red Ale Keg,399,Rogue Ales And Spirits,29556,1,1,18,2008-06-01T00:00:00Z,195,243.75,195
904399,TEQUILA,Voodoo Tiki Tequila Blue Dragon,16,Admiral Imports,750,6,1,67,2009-04-14T00:00:00Z,16,24,96
904400,HIGH PROOF BEER,Rogue Xs Imperial Porter Keg,399,Rogue Ales And Spirits,29556,1,1,16,2008-06-01T00:00:00Z,195,243.75,195
904401,HIGH PROOF BEER,Rogue Double Dead Guy 50l Keg,399,Rogue Ales And Spirits,29556,1,1,18,2008-07-15T00:00:00Z,195,243.75,195
904402,HIGH PROOF BEER,Rogue Double Dead Guy,399,Rogue Ales And Spirits,750,12,1,18,2008-07-15T00:00:00Z,6.68,8.34,80.1
1833,DECANTERS & SPECIALTY PACKAGES,Ketel One Citroen Shaker Set,790,Nolet Spirits Usa,750,6,1,80,2003-08-01T00:00:00Z,13.36,20.04,80.16
904403,HIGH PROOF BEER,Rogue Imperial Ysb,399,Rogue Ales And Spirits,750,6,1,15,2008-07-15T00:00:00Z,10,12.5,60
904404,HIGH PROOF BEER,Rogue Xs Imperial Porter,399,Rogue Ales And Spirits,750,6,1,16,2008-07-15T00:00:00Z,10,12.5,60
904405,HIGH PROOF BEER,Rogue Xs Imperial Red Ale,399,Rogue Ales And Spirits,750,6,1,18,2008-07-15T00:00:00Z,10,12.5,60
904406,IMPORTED ALE,Gouden Carolus Hop Ale,494,Wetten Importers Inc.,331,24,1,15,2008-08-15T00:00:00Z,2.17,2.71,52
904407,HIGH PROOF BEER,Flying Dog 12oz Variety Pack,183,Flying Dog Brewery,355,24,1,17,2008-09-19T00:00:00Z,1.45,1.81,34.7
904408,HIGH PROOF BEER,Ommegang Chocolate Indulgence,151,Duvel Moortgat Usa,750,6,1,15,2008-08-20T00:00:00Z,7.67,9.58,46
904409,HIGH PROOF BEER,Flying Dog 7oz Variety Pack,183,Flying Dog Brewery,207,32,1,17,2008-09-19T00:00:00Z,0.66,0.82,21
904410,IMPORTED ALE,Ommegeddon,151,Duvel Moortgat Usa,750,12,1,15,2008-08-20T00:00:00Z,4.17,5.21,50
904411,HIGH PROOF BEER,Goose Island Bourbon County Stout Keg,222,Goose Island Beer Co,19565,1,1,24,2008-09-30T00:00:00Z,183.2,229,183.2
904412,IMPORTED ALE,Weihenstephan Korbinian 30l Keg,477,Total Beverage Solutions,29582,1,1,15,2009-02-16T00:00:00Z,93.5,116.88,93.5
18348,STRAIGHT BOURBON WHISKIES,Four Roses Small Batch,184,Four Roses Distillery,750,6,1,90,2013-12-01T00:00:00Z,15.17,22.76,91
904413,HIGH PROOF BEER,Ommegang Gift Set,151,Duvel Moortgat Usa,750,9,1,15,2008-08-20T00:00:00Z,5.11,6.38,45.95
904414,IMPORTED ALE,Rare Vos 5gal Keg,151,Duvel Moortgat Usa,18934,1,1,15,2008-08-22T00:00:00Z,50,62.5,50
904415,IMPORTED ALE,Maudite 20l Keg,455,Unibrew Usa Inc.,29349,1,1,15,2008-08-01T00:00:00Z,81.84,102.3,81.84
904416,IMPORTED ALE,Fin Du Monde 1.5l 10th Anniversary,455,Unibrew Usa Inc.,152,1,1,18,2009-01-02T00:00:00Z,27.48,34.35,27.48
904417,HIGH PROOF BEER,Hennepin Farmhouse 5gal Keg,151,Duvel Moortgat Usa,18934,1,1,15,2008-08-22T00:00:00Z,53.99,67.49,53.99
904418,HIGH PROOF BEER,Ommegang Abbey 5gal Keg,151,Duvel Moortgat Usa,5000,1,1,15,2008-08-22T00:00:00Z,53.99,67.49,53.99
904419,IMPORTED ALE,Biere De Mars,151,Duvel Moortgat Usa,750,6,1,15,2009-01-28T00:00:00Z,7.67,9.58,46
904420,HIGH PROOF BEER,Three Philosophers 5gal Keg,151,Duvel Moortgat Usa,18934,1,1,15,2008-08-22T00:00:00Z,94.95,118.69,94.95
904421,IMPORTED ALE,J W Lees 2007 Lagavulin Harvest,38,B. United International,275,12,1,0,2008-09-10T00:00:00Z,5.04,6.3,60.5
904422,IMPORTED ALE,J W Lees 2005 Lagavulin Harvest,38,B. United International,275,12,1,15,2008-09-10T00:00:00Z,5.38,6.72,64.5
1835,DECANTERS & SPECIALTY PACKAGES,Bacardi Coco Glass Pack,35,Bacardi U.s.a. Inc.,750,6,1,70,2003-08-01T00:00:00Z,7.53,11.3,45.2
904423,IMPORTED ALE,J W Lees 2007 Harvest,38,B. United International,275,12,1,23,2009-03-01T00:00:00Z,4.35,5.44,52.2
904424,IMPORTED ALE,Val-Dieu Gift Pack,144,D & V International Inc.,331,6,1,15,2008-10-20T00:00:00Z,8,10,48
904425,CANADIAN WHISKIES,Crown Royal Cask 16(DNO),260,Diageo Americas,375,12,1,80,2009-12-04T00:00:00Z,18.98,28.47,227.81
904426,IMPORTED ALE,St Bernardus Christmas Keg,144,D & V International Inc.,20000,1,1,15,2008-10-20T00:00:00Z,110,137.5,110
904427,IMPORTED ALE,Gulden Draak Vintage,499,Win It Too Inc/global Beer Network,750,6,1,15,2008-11-24T00:00:00Z,6.93,8.67,41.6
904428,IMPORTED ALE,Augustijn,499,Win It Too Inc/global Beer Network,3000,6,1,16,2008-11-24T00:00:00Z,13.77,17.21,82.6
904429,IMPORTED ALE,Petrus Oude Bruin,499,Win It Too Inc/global Beer Network,331,24,1,15,2008-12-04T00:00:00Z,1.81,2.26,43.45
904430,IMPORTED ALE,Maudite 1.5l 15th Anniversary,455,Unibrew Usa Inc.,1500,1,1,16,2009-01-02T00:00:00Z,26.18,32.73,26.18
904431,IMPORTED ALE,Petrus Special 6x4,499,Win It Too Inc/global Beer Network,331,24,1,15,2008-12-04T00:00:00Z,1.81,2.26,43.45
904432,IMPORTED ALE,St Bon Chien 2007 Bourbon Cask Grand Cru,38,B. United International,1750,6,1,15,2008-12-08T00:00:00Z,27.12,33.9,162.7
18350,SINGLE BARREL BOURBON WHISKIES,Four Roses Single Barrel,184,Four Roses Distillery,750,6,1,100,2013-12-01T00:00:00Z,20.17,30.26,121
904433,IMPORTED ALE,St Bon Chien 2007 Pinot Noir Grand Cru,38,B. United International,1750,6,1,15,2008-12-08T00:00:00Z,27.12,33.9,162.7
904434,SCOTCH WHISKIES,Chivas Regal 25 Year Old,370,Pernod Ricard Usa/austin Nichols,750,3,1,15,2014-03-03T00:00:00Z,149.99,224.99,449.97
904435,IMPORTED ALE,E Dupont Pome 1998,38,B. United International,375,6,1,15,2008-12-08T00:00:00Z,13.13,16.41,78.75
